1.102534742829241310e+01,6.833100338150844832e-01,2.003638359943006009e+01,7.859812407151917091e-01,8.208549880981445312e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.097300824599214231e+01,7.359703723336101788e-01,1.436461528859398129e+01,8.135296404244450885e-01,8.093311095237731934e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.115440405747064112e+01,6.886265781389394602e-01,2.273169345181476331e+01,7.852786538999270149e-01,7.933679604530334473e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.137273598597554525e+01,6.423471238075042500e-01,2.465374887020664119e+01,8.953477821134544490e-01,7.861722755432128906e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.109442027222606342e+01,6.689601170231491700e-01,2.550731681877973855e+01,7.638248385876789115e-01,7.953164005279541016e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.004302455208506650e+01,7.460647923368066703e-01,2.651607256467896079e+01,7.963451977734345988e-01,8.076106691360473633e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.119593950848071984e+01,6.878872010637405721e-01,2.625346633947605568e+01,8.640351265851986540e-01,7.857389831542968750e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.071324698063523329e+01,6.698114249874106418e-01,2.255733181794344944e+01,7.963412575475193877e-01,7.950247478485107422e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.091659065251303318e+01,6.458244951124533229e-01,2.142674821173083899e+01,7.007098274219100142e-01,8.032344675064086914e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.140773279096984893e+01,6.930213968747716002e-01,2.464689484131073982e+01,7.331758443345877119e-01,7.894708752632141113e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.070285666234377153e+01,5.947078839614386991e-01,2.403206850667263694e+01,7.537190950873506878e-01,8.332159042358398438e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.134241958954644147e+01,6.716125356561249982e-01,2.196900666002018454e+01,7.504389043253744118e-01,7.966427993774414062e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
