9.947139289043811061e+00,3.921332228885947985e-02,2.340159109344399724e+01,8.971000680527038140e-01,1.864477634429931641e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.061112456758156952e+01,2.315442309493357526e-02,3.239120094145570761e+01,9.755392359901408073e-01,1.710062980651855469e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.895207945578611941e+00,5.125758791482249582e-02,3.038107971361590742e+01,8.435075191080938506e-01,1.870836257934570312e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.928118397053308897e+00,4.788563011874063385e-02,2.883753577047835748e+01,9.459226973214786005e-01,1.791619062423706055e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.029248204129563149e+01,6.851900476354523539e-02,2.291022121349960727e+01,7.883619957843278625e-01,1.816602706909179688e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.423748104132915415e+00,4.804374946438807331e-02,2.681091880900030233e+01,8.320522189917757272e-01,1.840664863586425781e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.724927410606060363e+00,5.113563789349957756e-02,3.559897558556910724e+01,9.506805629861726503e-01,1.829533100128173828e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.054737967609694849e+01,4.342836164433763746e-02,2.870994970417027048e+01,8.445468761385112044e-01,1.809105634689331055e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.016017142353083536e+01,6.702335403143123982e-02,2.620936628014037595e+01,7.629420646720066479e-01,1.946657180786132812e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.068653086248297512e+01,5.464279483317897174e-02,2.893484408894182280e+01,7.970725157118894177e-01,1.824941158294677734e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.044094730060863441e+01,4.802105665343842089e-02,2.641899142512975374e+01,7.883295108383676641e-01,1.902846097946166992e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.080601412887909873e+01,5.468010267712456601e-02,2.764204937259053807e+01,8.184093753634980040e-01,1.914667129516601562e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
